39, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, 40, United-Kingdom, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, 40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, <=50K
17, Private, year-11, Never-married, Sales, Own-child, White, Male, 12, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
27, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female, 70, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male, 40, United-States, >50K
18, Local-gov, year-12, Never-married, Sales, Own-child, White, Male, 25, United-States, <=50K
36, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Unmarried, White, Female, 35, United-States, <=50K
58, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, 40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 45, United-States, <=50K
65, Without-pay, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, 30, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, 40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female, 24, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, 60, United-States, <=50K
18, Private, year-11, Never-married, Other-service, Own-child, White, Male, 40, United-States, <=50K
52, Private, year-10, Married-civ-spouse, Craft-repair, Husband, White, Male, 47, United-States, >50K
57, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, 80, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Sales, Wife, Asian, Female, 40, United-States, <=50K
60, Private, year-8, Never-married, Transport-moving, Not-in-family, White, Male, 48, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, Canada, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, 40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Male, 40, United-States, <=50K
23, Local-gov, Some-college, Never-married, Sales, Unmarried, Hispanic, Female, 25, United-States, <=50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 50, United-States, >50K
25, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male, 40, United-States, <=50K
49, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, 45, United-States, <=50K
32, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, 40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, 28, United-States, <=50K
60, Private, year-8, Divorced, Other-service, Not-in-family, White, Female, 40, United-States, <=50K
42, Local-gov, year-9, Married-civ-spouse, Other-service, Husband, White, Male, 40, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male, 40, United-States, <=50K
48, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female, 37, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Hispanic, Male, 40, United-States, <=50K
36, Local-gov, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Male, 40, United-States, <=50K
17, Private, year-10, Never-married, Other-service, Own-child, White, Female, 21, United-States, <=50K
52, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, 60, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 50, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, 40, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Own-child, White, Female, 20, United-States, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, 60, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, 45, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 32, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 55, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 45, United-States, >50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Female, 20, United-States, <=50K
45, Private, year-11, Widowed, Other-service, Not-in-family, Black, Female, 20, United-States, <=50K
65, Private, year-9, Widowed, Priv-house-serv, Unmarried, Black, Female, 24, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male, 55, United-States, <=50K
47, Private, year-9, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, 40, El-Salvador, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male, 60, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 45, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 64, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 26, United-States, >50K
47, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, Black, Female, 40, United-States, <=50K
49, Local-gov, year-10, Separated, Other-service, Unmarried, Black, Female, 40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 60, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 40, United-States, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 60, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, 14, United-States, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male, 40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, United-States, >50K
47, Self-emp-inc, year-6, Married-civ-spouse, Transport-moving, Husband, White, Male, 50, Cuba, <=50K
52, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, 60, United-States, >50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, 55, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, 40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 45, United-States, <=50K
50, Self-emp-inc, Doctorate, Separated, Prof-specialty, Not-in-family, White, Male, 40, United-States, >50K
31, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 15, United-States, <=50K
58, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male, 20, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male, 50, United-States, <=50K
35, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian, Male, 40, Taiwan, >50K
38, State-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Female, 45, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female, 32, United-States, <=50K
29, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, Asian, Female, 40, Philippines, <=50K
70, Local-gov, year-9, Widowed, Sales, Unmarried, White, Female, 15, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female, 45, Jamaica, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 45, United-States, <=50K
44, Private, year-8, Married-civ-spouse, Craft-repair, Husband, White, Male, 35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, >50K
44, Self-emp-not-inc, year-12, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 40, United-States, >50K
35, Private, Masters, Never-married, Sales, Not-in-family, White, Male, 60, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male, 40, United-States, <=50K
43, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, 38, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, 25, United-States, <=50K
42, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female, 40, United-States, >50K
27, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male, 40, United-States, >50K
20, Local-gov, year-11, Married-spouse-absent, Sales, Own-child, Asian, Female, 40, Thailand, <=50K
24, Private, year-9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 40, United-States, <=50K
48, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, 40, United-States, <=50K
17, Without-pay, year-11, Never-married, Sales, Own-child, White, Female, 20, United-States, <=50K
17, Self-emp-not-inc, year-11, Never-married, Farming-fishing, Own-child, White, Male, 10, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female, 40, United-States, <=50K
17, Private, year-12, Never-married, Other-service, Own-child, White, Male, 16, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, 40, Mexico, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, 45, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male, 50, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male, 48, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, Portugal, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
23, Local-gov, Some-college, Separated, Exec-managerial, Unmarried, Black, Male, 40, United-States, <=50K
18, State-gov, year-11, Never-married, Adm-clerical, Own-child, White, Female, 5, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, 40, United-States, <=50K
66, State-gov, year-8, Never-married, Sales, Not-in-family, White, Male, 4, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, 55, United-States, <=50K
41, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, 35, Dominican-Republic, <=50K
26, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male, 30, United-States, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, 40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female, 45, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, 50, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male, 20, United-States, <=50K
23, State-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, 20, United-States, <=50K
25, Without-pay, Assoc-acdm, Never-married, Sales, Other-relative, White, Male, 45, United-States, <=50K
35, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, 60, United-States, >50K
31, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, 40, Poland, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female, 20, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, 50, United-States, <=50K
31, Private, Bachelors, Widowed, Sales, Unmarried, White, Female, 40, Cuba, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, 30, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
46, Private, Doctorate, Divorced, Prof-specialty, Unmarried, White, Female, 65, United-States, >50K
44, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female, 50, United-States, >50K
40, Private, year-12, Married-civ-spouse, Other-service, Husband, Black, Male, 40, Jamaica, <=50K
45, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male, 40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 35, United-States, <=50K
18, Private, year-11, Never-married, Other-service, Other-relative, White, Male, 25, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, 40, United-States, <=50K
36, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male, 40, India, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, <=50K
36, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female, 35, Honduras, <=50K
31, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female, 40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
19, State-gov, HS-grad, Never-married, Tech-support, Own-child, White, Female, 40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female, 15, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 45, United-States, >50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, 40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 60, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, 40, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 42, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 45, United-States, >50K
43, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, 40, Jamaica, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, 40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, 20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, 40, Mexico, <=50K
65, Self-emp-not-inc, year-11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 59, Scotland, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, 24, United-States, <=50K
55, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian, Female, 40, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male, 45, United-States, <=50K
25, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female, 15, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, Black, Female, 40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female, 36, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 50, United-States, <=50K
56, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female, 20, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Other-relative, White, Female, 25, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 72, United-States, <=50K
42, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female, 50, United-States, >50K
26, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Male, 40, United-States, <=50K
17, Private, year-12, Never-married, Handlers-cleaners, Own-child, White, Male, 20, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, 40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female, 40, United-States, <=50K
29, Private, year-11, Never-married, Craft-repair, Own-child, Black, Male, 40, Haiti, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 37, United-States, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male, 20, United-States, <=50K
58, Self-emp-not-inc, year-10, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male, 50, United-States, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, 40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male, 38, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, >50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, 45, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, 40, United-States, >50K
37, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male, 40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, 18, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, 38, United-States, >50K
34, Local-gov, HS-grad, Divorced, Protective-serv, Unmarried, White, Male, 40, Portugal, <=50K
53, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, 70, United-States, >50K
51, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, 55, United-States, >50K
32, Private, year-10, Separated, Other-service, Unmarried, White, Female, 42, United-States, <=50K
31, State-gov, Some-college, Married-spouse-absent, Other-service, Other-relative, White, Male, 40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female, 30, Germany, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female, 50, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, 40, United-States, <=50K
26, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female, 38, United-States, <=50K
37, Private, year-6, Separated, Farming-fishing, Not-in-family, White, Male, 32, Guatemala, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, 55, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female, 24, United-States, >50K
55, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, 38, United-States, <=50K
23, Local-gov, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Male, 56, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, Cuba, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, >50K
54, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male, 40, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, Laos, <=50K
28, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female, 42, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, 50, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, United-States, <=50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female, 55, United-States, >50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female, 38, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, 50, United-States, <=50K
18, Private, year-12, Never-married, Machine-op-inspct, Own-child, White, Male, 30, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 16, United-States, <=50K
21, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female, 40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, 50, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, <=50K
18, Local-gov, Some-college, Never-married, Sales, Own-child, White, Male, 33, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, 40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 60, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Other-relative, Black, Male, 20, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male, 40, United-States, <=50K
46, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male, 35, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, England, >50K
43, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male, 30, United-States, <=50K
68, Self-emp-not-inc, year-11, Never-married, Farming-fishing, Unmarried, White, Male, 20, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, 38, United-States, <=50K
17, Private, year-11, Never-married, Sales, Own-child, White, Female, 20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 48, United-States, >50K
50, Local-gov, Masters, Married-spouse-absent, Sales, Other-relative, White, Male, 40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 47, United-States, >50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, >50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, 30, United-States, <=50K
30, Private, HS-grad, Separated, Other-service, Own-child, White, Female, 36, United-States, <=50K
22, State-gov, Some-college, Never-married, Sales, Own-child, Black, Male, 40, United-States, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, 45, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, 40, United-States, <=50K
17, Private, year-10, Never-married, Farming-fishing, Own-child, White, Male, 20, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, 75, Italy, <=50K
41, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female, 60, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 50, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 50, United-States, >50K
48, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male, 40, United-States, <=50K
31, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, 46, United-States, <=50K
29, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Male, 40, United-States, <=50K
30, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, United-States, <=50K
57, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male, 42, United-States, >50K
62, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female, 40, United-States, <=50K
39, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female, 24, United-States, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, 25, United-States, <=50K
24, Self-emp-inc, Bachelors, Never-married, Sales, Own-child, White, Male, 40, United-States, <=50K
42, Local-gov, year-11, Married-civ-spouse, Sales, Husband, White, Male, 15, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, 40, United-States, >50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, 40, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, <=50K
72, Private, year-11, Widowed, Sales, Not-in-family, White, Female, 24, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male, 40, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, 50, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, 50, United-States, <=50K
63, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male, 6, United-States, <=50K
17, Private, year-11, Never-married, Sales, Own-child, White, Male, 20, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 50, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, >50K
62, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female, 48, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male, 40, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female, 50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 45, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, 18, United-States, <=50K
61, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female, 40, United-States, >50K
26, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female, 55, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, 40, United-States, <=50K
48, State-gov, Doctorate, Divorced, Prof-specialty, Own-child, White, Male, 50, United-States, >50K
34, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, 40, United-States, <=50K
34, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, 40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, 40, United-States, >50K
